ID,Term,Date,utt_annotations,labels,sentiment,Speaker_party,Party_status,Party_orientation
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u233,Term 5,2009-05-18,0.17,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u231,Term 5,2009-05-18,0.51,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u229,Term 5,2009-05-18,0.38,Negative,Negative,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u227,Term 5,2009-05-18,0.42,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u225,Term 5,2009-05-18,3.7,Mixed Positive,Positive,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u223,Term 5,2009-05-18,0.03,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u221,Term 5,2009-05-18,1.37,Mixed Negative,Negative,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u219,Term 5,2009-05-18,0.76,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u217,Term 5,2009-05-18,3.39,Neutral Positive,Neutral,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u215,Term 5,2009-05-18,3.76,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u213,Term 5,2009-05-18,0.74,Mixed Negative,Negative,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u211,Term 5,2009-05-18,0.73,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u209,Term 5,2009-05-18,2.23,Neutral Negative,Neutral,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u207,Term 5,2009-05-18,1.14,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u205,Term 5,2009-05-18,2.23,Neutral Negative,Neutral,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u239,Term 5,2009-05-18,0.95,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u241,Term 5,2009-05-18,0.57,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u243,Term 5,2009-05-18,1.05,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u245,Term 5,2009-05-18,0.46,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u281,Term 5,2009-05-18,2.97,Neutral Positive,Neutral,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u279,Term 5,2009-05-18,1.59,Neutral Negative,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u277,Term 5,2009-05-18,0.18,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u275,Term 5,2009-05-18,1.24,Mixed Negative,Negative,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u273,Term 5,2009-05-18,0.23,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u271,Term 5,2009-05-18,2.16,Neutral Negative,Neutral,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u269,Term 5,2009-05-18,0.04,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u267,Term 5,2009-05-18,0.36,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u203,Term 5,2009-05-18,0.2,Negative,Negative,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u265,Term 5,2009-05-18,0.74,Mixed Negative,Negative,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u261,Term 5,2009-05-18,1.69,Neutral Negative,Neutral,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u259,Term 5,2009-05-18,0.88,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u257,Term 5,2009-05-18,0.16,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u255,Term 5,2009-05-18,2.3,Neutral Negative,Neutral,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u253,Term 5,2009-05-18,0.18,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u251,Term 5,2009-05-18,0.38,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u249,Term 5,2009-05-18,3.44,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u247,Term 5,2009-05-18,0.89,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u263,Term 5,2009-05-18,0.74,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u201,Term 5,2009-05-18,0.22,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u199,Term 5,2009-05-18,2.5,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u197,Term 5,2009-05-18,3.79,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u159,Term 5,2009-05-18,0.09,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u157,Term 5,2009-05-18,0.6,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u155,Term 5,2009-05-18,0.84,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u153,Term 5,2009-05-18,1.07,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u145,Term 5,2009-05-18,1.68,Neutral Negative,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u151,Term 5,2009-05-18,0.35,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u161,Term 5,2009-05-18,0.54,Mixed Negative,Negative,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u163,Term 5,2009-05-18,0.05,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u165,Term 5,2009-05-18,0.0,Negative,Negative,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u167,Term 5,2009-05-18,0.05,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u169,Term 5,2009-05-18,0.68,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u173,Term 5,2009-05-18,3.39,Neutral Positive,Neutral,,,
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u171,Term 5,2009-05-18,0.38,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u177,Term 5,2009-05-18,1.4,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u179,Term 5,2009-05-18,0.19,Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u181,Term 5,2009-05-18,3.56,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u183,Term 5,2009-05-18,1.53,Neutral Negative,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u185,Term 5,2009-05-18,0.33,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u149,Term 5,2009-05-18,2.72,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u187,Term 5,2009-05-18,0.41,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u189,Term 5,2009-05-18,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u191,Term 5,2009-05-18,3.35,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u193,Term 5,2009-05-18,2.12,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u195,Term 5,2009-05-18,0.12,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-18-SDZ5-Redna-06.ana.u175,Term 5,2009-05-18,0.4,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u131,Term 5,2009-05-19,3.33,Neutral Positive,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u137,Term 5,2009-05-19,3.19,Neutral Positive,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u133,Term 5,2009-05-19,4.99,Positive,Positive,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u129,Term 5,2009-05-19,3.74,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u109,Term 5,2009-05-19,4.19,Mixed Positive,Positive,,,
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u125,Term 5,2009-05-19,3.9,Mixed Positive,Positive,,,
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u123,Term 5,2009-05-19,4.98,Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u121,Term 5,2009-05-19,4.46,Mixed Positive,Positive,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u119,Term 5,2009-05-19,4.91,Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u117,Term 5,2009-05-19,0.56,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u115,Term 5,2009-05-19,4.99,Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u113,Term 5,2009-05-19,4.9,Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u111,Term 5,2009-05-19,1.55,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u107,Term 5,2009-05-19,4.49,Mixed Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u105,Term 5,2009-05-19,3.77,Mixed Positive,Positive,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u127,Term 5,2009-05-19,1.63,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u135,Term 5,2009-05-19,2.07,Neutral Negative,Neutral,SLS,Opposition,Centre-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u56,Term 5,2009-05-19,2.54,Neutral Positive,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u101,Term 5,2009-05-19,4.28,Mixed Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u44,Term 5,2009-05-19,2.02,Neutral Negative,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u42,Term 5,2009-05-19,1.38,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u40,Term 5,2009-05-19,0.3,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u38,Term 5,2009-05-19,0.47,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u36,Term 5,2009-05-19,3.79,Mixed Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u34,Term 5,2009-05-19,1.69,Neutral Negative,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u32,Term 5,2009-05-19,3.74,Mixed Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u30,Term 5,2009-05-19,3.91,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u28,Term 5,2009-05-19,4.28,Mixed Positive,Positive,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u26,Term 5,2009-05-19,4.26,Mixed Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u46,Term 5,2009-05-19,1.14,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u24,Term 5,2009-05-19,3.98,Mixed Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u20,Term 5,2009-05-19,4.98,Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u18,Term 5,2009-05-19,3.97,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u16,Term 5,2009-05-19,4.96,Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u14,Term 5,2009-05-19,4.19,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u12,Term 5,2009-05-19,4.69,Positive,Positive,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u10,Term 5,2009-05-19,4.29,Mixed Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u8,Term 5,2009-05-19,3.36,Neutral Positive,Neutral,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u6,Term 5,2009-05-19,1.89,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u4,Term 5,2009-05-19,2.94,Neutral Positive,Neutral,,,
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u2,Term 5,2009-05-19,3.41,Neutral Positive,Neutral,,,
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u22,Term 5,2009-05-19,3.87,Mixed Positive,Positive,,,
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u48,Term 5,2009-05-19,0.15,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u50,Term 5,2009-05-19,2.67,Neutral Positive,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u52,Term 5,2009-05-19,1.42,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u99,Term 5,2009-05-19,1.05,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u97,Term 5,2009-05-19,1.87,Neutral Negative,Neutral,SLS,Opposition,Centre-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u95,Term 5,2009-05-19,1.52,Neutral Negative,Neutral,,,
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u93,Term 5,2009-05-19,0.61,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u91,Term 5,2009-05-19,1.91,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u89,Term 5,2009-05-19,0.55,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u87,Term 5,2009-05-19,1.53,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u85,Term 5,2009-05-19,0.19,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u83,Term 5,2009-05-19,4.45,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u81,Term 5,2009-05-19,0.58,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u79,Term 5,2009-05-19,3.98,Mixed Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u77,Term 5,2009-05-19,1.46,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u75,Term 5,2009-05-19,0.04,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u73,Term 5,2009-05-19,0.0,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u71,Term 5,2009-05-19,1.09,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u68,Term 5,2009-05-19,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u66,Term 5,2009-05-19,0.46,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u64,Term 5,2009-05-19,0.31,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u62,Term 5,2009-05-19,2.35,Neutral Negative,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u60,Term 5,2009-05-19,1.62,Neutral Negative,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u58,Term 5,2009-05-19,0.05,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u139,Term 5,2009-05-19,4.77,Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u54,Term 5,2009-05-19,2.57,Neutral Positive,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u103,Term 5,2009-05-19,0.49,Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u141,Term 5,2009-05-19,4.23,Mixed Positive,Positive,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u376,Term 5,2009-05-19,0.58,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u145,Term 5,2009-05-19,4.99,Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u272,Term 5,2009-05-19,0.12,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u274,Term 5,2009-05-19,0.01,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u276,Term 5,2009-05-19,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u278,Term 5,2009-05-19,0.96,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u280,Term 5,2009-05-19,0.0,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u282,Term 5,2009-05-19,0.66,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u270,Term 5,2009-05-19,0.01,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u284,Term 5,2009-05-19,0.0,Negative,Negative,NeP,,
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u288,Term 5,2009-05-19,0.53,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u290,Term 5,2009-05-19,2.65,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u292,Term 5,2009-05-19,3.21,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u294,Term 5,2009-05-19,0.01,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u296,Term 5,2009-05-19,0.26,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u298,Term 5,2009-05-19,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u286,Term 5,2009-05-19,0.16,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u268,Term 5,2009-05-19,0.0,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u266,Term 5,2009-05-19,0.73,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u264,Term 5,2009-05-19,0.08,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u234,Term 5,2009-05-19,0.4,Negative,Negative,NeP,,
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u236,Term 5,2009-05-19,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u238,Term 5,2009-05-19,0.75,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u240,Term 5,2009-05-19,1.87,Neutral Negative,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u242,Term 5,2009-05-19,0.23,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u244,Term 5,2009-05-19,1.99,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u246,Term 5,2009-05-19,0.16,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u248,Term 5,2009-05-19,0.09,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u250,Term 5,2009-05-19,0.14,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u252,Term 5,2009-05-19,0.06,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u254,Term 5,2009-05-19,0.05,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u256,Term 5,2009-05-19,0.05,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u258,Term 5,2009-05-19,0.03,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u260,Term 5,2009-05-19,1.8,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u262,Term 5,2009-05-19,0.0,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u300,Term 5,2009-05-19,3.04,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u232,Term 5,2009-05-19,0.32,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u302,Term 5,2009-05-19,1.06,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u306,Term 5,2009-05-19,0.45,Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u346,Term 5,2009-05-19,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u348,Term 5,2009-05-19,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u350,Term 5,2009-05-19,0.23,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u352,Term 5,2009-05-19,0.15,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u354,Term 5,2009-05-19,0.27,Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u358,Term 5,2009-05-19,2.88,Neutral Positive,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u344,Term 5,2009-05-19,0.04,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u360,Term 5,2009-05-19,1.02,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u364,Term 5,2009-05-19,0.15,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u366,Term 5,2009-05-19,1.55,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u368,Term 5,2009-05-19,2.07,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2009-05-19-SDZ5-Redna-06.ana.u370,Term 5,2009-05-19,0.0,Negative,Negative,SD,Coalition,Centre-left
