id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_anze,flagged_anze,comment_anze,tag_anze,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_anze,rev_katja,final_tag,notes,disagreement
249,"Minister meni, da splošni učni uspeh zamegli sliko, drugi menijo, da stimulira in spodbuja učenje oziroma prizadevanje.",2023-03-08 14:56:33,1.0,"First part negative, second part positive. Second part is stronger because it elaborates more and has a stronger opinion.",M_Positive,2023-03-08 15:10:51,,"despite the fact that at the beginning it says the opinion of the minister is thinking (Minister meniMinister meni)..., for me this is not the opinion of the speaker, so the sentence is neutral. But sentens in negativ",N_Neutral,2023-03-08 15:15:16,1.0,"Minister meni (other), negative; drugi menijo (other), positive, pure mix, but i think the positive prevails",M_Positive,"First part negative, second part positive. Second part is stronger because it elaborates more and has a stronger opinion.I'd stick with M_Positive. ","despite the fact that at the beginning it says the opinion of the minister is thinking (Minister meniMinister meni)..., for me this is not the opinion of the speaker, so the sentence is neutral. But sentens in negativ. N_Neutral","I agree with Tamara/initial label, M_Positive",M_Positive,,
250,"Vi ste s točno istim naslovom, z isto EPA, sklicali to sejo Državnega zbora.",2023-03-08 14:58:33,,"I think this had a negative connotation, but its a statement.",N_Neutral,2023-03-08 15:11:35,,Negativ argumment?,Negative,2023-03-08 15:16:32,1.0,"Sounds accusatory, but am not sure what EPA is, implied speakers opinion...",Negative,"Negative sentiment. This is a little too vague to me to be simply negative. I'd stick with N_Neutral, but I do see Katja's point about the acussation and therefor could be Negative. ",Negativ argumment?,I would stick with Negative,Negative,,
251,"Sistem vzgoje je popolnoma napačen, že v osnovnih šolah.",2023-03-08 14:58:53,,Very negative sentiment.,Negative,2023-03-08 15:11:53,,Negativ opinion,Negative,2023-03-08 15:16:37,,,Negative,"Very negative sentiment, with clear opinion. We agree with Negative. ",Negativ opinion. Negativ,"Agreement, Negative",Negative,,
252,"Verjetno ne, torej verjetno to ni za tisti čas in to je pač neumen argument.",2023-03-08 14:59:28,,"Implied opinion, a lot of negatives.",Negative,2023-03-08 15:12:23,,"Negativ opinion, with maybe S",Negative,2023-03-08 15:16:48,,,Negative,'To je pač neumen argument''. Self explenatory. We agree with Negative. ,"Negativ opinion, with maybe S (To je pač neumen argument). Negativ",Stick with Negative; agree with Tamara,Negative,,
253,"Mogoče smo tisti, ki smo iz periferije, še toliko bolj alergični na takle zakon zaradi tega, ker nimamo nič urejena.",2023-03-08 15:02:11,1.0,Both parts negative.,Negative,2023-03-08 15:12:37,,S,Negative,2023-03-08 15:17:00,,,Negative,"Negative, opinionated sentance. We agree with Negative. ",Negativ sentance. Negativ,Negative (can really hear explicit sarcasm),Negative,,
254,"To je nekako zelo neobičajno, da predsednik Vlade tako na hitro prekvalificira pripravljenost odstopa v odločitev za odstop.",2023-03-08 15:02:45,,sarcasm,Negative,2023-03-08 15:14:04,,"I put it in neutral because i dont feel really strong sentiment, but i'm not really convinced if is noot negativ",N_Neutral,2023-03-08 15:17:51,,"Zelo neobicajno - weak negative connotation, no explicit opinion",N_Neutral,"I think that this is a bit sarcastic, accusatory and a little bit as if the speaker is mocking the intending target. I think the opinion is very clear and it is negative. ''Tako na hitro prekvalificira pripravljenost odstopa v odločitev za odstop''. I stick with Negative. ","I put it in neutral because i dont feel really strong sentiment, but i'm not really convinced if is noot negativ. N_Neutral","I don't think it is really explicit negative sentiment, though I can  Tamara's POV); N_Negative ",N_Neutral,,
255,"Potem je naslednja recimo zanimiva misel ""Lekadola za lajšanje bolečin brez zdravnikovega nasveta ne jemljite več kot 10 dni, kajti lahko prikrije simptome okužbe.",2023-03-08 15:03:18,,"just a statement, with negative conotation",N_Neutral,2023-03-08 15:14:32,,"Statment, with no opinion",P_Neutral,2023-03-08 15:18:23,,"No explicit opinion, but sounds negative",N_Neutral,"This seem like a negative sentiment, but a vague and lack actually expressed opinion. N_Neutral. ","Statment, with no opinion. P_Neutral",I'd stick with N_Neutral as per my initial comment,N_Neutral,,
256,"Glasoval bom za sklep, da je treba slovenske varnostno-obveščevalne službe reformirati.",2023-03-08 15:04:46,,"Opinion, positive sentiment.",Positive,2023-03-08 15:14:49,,Speker opinion,Positive,2023-03-08 15:18:51,,"His opinion, but a statement",P_Neutral,"Expressed opinion, with a positive consequence or affirmation. Positive. ",Positiv speker opinion. Positive.,I agree with Tamara and Anže; Positive,Positive,,
257,"To pomeni, da vas bodo rezali kot klobaso naprej, pa še malo bodo nabrusili nož.",2023-03-08 15:05:08,,sarcasm,Negative,2023-03-08 15:14:57,,S,Negative,2023-03-08 15:19:04,,Sarcasm,Negative,Quite clear. Negative + sarcasm.,Quite clear. Negative + sarcasm.,"Agreement, Negative(S)",Negative(S),,
258,"Prav tako bo slednji prevzel stroške za primer, da se prostovoljni reševalec poškoduje ali zboli v času intervencije.",2023-03-08 15:05:43,,"Positive consequence,statement about something.",P_Neutral,2023-03-08 15:15:41,,Negativ argumment with no direct opinion,N_Neutral,2023-03-08 15:19:31,,"Statement, other, negative consequences",N_Neutral,"Idk. We agree with neutral label, but I don't see anything inherently negative here. I also think that the consequences are positive and see it as a sentance expressing factual thing about something or someone. I'll remain with P_Neutral. ",Negativ argumment with no direct opinion. N_Neutral,"I still hear the negative connotation rather than positive, I would stick N_Neutral",N_Neutral,,
259,"In še celo več, prepovedana je tudi diskriminacija glede na spolno usmerjenost, ki je v tem predlogu amandmaja izpuščena.",2023-03-08 15:06:55,,"First part positive, second part negative, but second sort of trumps the first part.",M_Negative,2023-03-08 15:16:16,,No direct opinion,N_Neutral,2023-03-08 15:19:56,,,Negative,"For me the middle part is positive, but it is surrounded by negative parts. The negative parts sort of overtake the positive part. But for me it seems a bit mixe. Soo I'll remain with M_mixed. (in worst case scenatio I'd lean more on the Negative label). ",Agree with Tamara. M_Negativ.,"I can see the first part as positive and second part as very negative, so I would change my initial label to M_Negative",M_Negative,,
260,Ministrstvo za finance bo za plačilo prispevka v proračun Evropske unije plačalo malo manj kot 60 milijonov evrov.,2023-03-08 15:08:50,,"Plain statement, nothing inherently negative.",P_Neutral,2023-03-08 15:16:56,,Just statment with no direct opinion,P_Neutral,2023-03-08 15:20:16,,"Factual atatement, but has negative implicated tone",N_Neutral,"For me this is neutral, but there is nothing that I would necessary consider negative. P_Neutral. ",Just statment with no direct opinion. But I and Tamara agree in Positiv because over all statment is positiv. P_Neutral,"""Malo manj"" does turn the sentiment around for me, so I agree with Tamara and Anže; P_Neutral",P_Neutral,,
261,"Mimogrede, država, ki sem jo prej omenil in sem danes njihovo poročilo gledal ima za leto 2010 predviden javnofinančni primanjkljaj 5,8% družbenega proizvoda, to je Nizozemska.",2023-03-08 15:09:27,,"stamement, no opinion, negative theme.",N_Neutral,2023-03-08 15:17:13,,"Just statment with no direct opinion, but overall negativ sentiment",N_Neutral,2023-03-08 15:21:01,,"Statement, negative connotation",N_Neutral,"Lack opinion, pretty vague, but with negative sentiment. N_Neutral. ","Just statment with no direct opinion, but overall negativ sentiment","Agreement, N_Neutral",N_Neutral,,
262,"Nima smisla, gospa Potrata, da te zadeve ponovno pogrevate, ker zgledajo kot pokvarjena kisla juha.",2023-03-08 15:09:53,,opinion implied. Negative connotation. slight sarcasm.,Negative,2023-03-08 15:17:26,,S,Negative,2023-03-08 15:21:34,,Sarcasm?,Negative,We agree here Negative + sarcasm.,We agree here Negative + sarcasm. Negativ,Negative(S),Negative(S),,
263,"Ni mogoče reči, da zaradi ukvarjanja z vprašanjem v zunanji politiki slovenska vlada podcenjuje probleme v domači politiki.",2023-03-08 15:10:44,1.0,Very neutral statement. Nothing inherently negative.,P_Neutral,2023-03-08 15:18:11,,"No direct opinion, statment with negativ sentiment (podcenjuje )",N_Neutral,2023-03-08 15:22:21,,"Ni mogoce reci- not sure about the opinion authorship here, but negative tone",N_Neutral,"I don't see anything negative here. Second part is for sure negative, but the ''Ni mogoče reči'' negates the second part and pushes me towards the positive side again. P_Neutral. ","No direct opinion, statment with negativ sentiment (podcenjuje). N_Neutral",I agree with Tamara's explanation; would change to P_Neutral,P_Neutral,,
264,"To pa vem, da je nek priročen izgovor.",2023-03-08 15:11:01,,"opinion is there, negative sentiment.",Negative,2023-03-08 15:18:22,,,Negative,2023-03-08 15:22:34,,,Negative,"Opinion is there, very negative. Negative. ","Opinion is there, very negative. Negative. ",agreement - Negative,Negative,,
265,"V tem pogledu tudi podpiram stališče, ki ga je prej povedal spoštovani kolega gospod Han.",2023-03-08 15:11:51,,"depend on speaker. But if i don't assume who it is,its implied opinion with positive sentiment.",Positive,2023-03-08 15:18:44,,"Positiv statment, agremment",Positive,2023-03-08 15:22:42,,,Positive,"Support of something, opinion is clear. Positive. ","Support of something, opinion is clear. Positive. ","Agreement, Positive",Positive,,
266,"V Slovenski ljudski stranki bomo ta zakon, ki je sedaj v prvem branju, seveda podprli.",2023-03-08 15:12:05,,"opinion there, positve.",Positive,2023-03-08 15:18:56,,Positiv statment,Positive,2023-03-08 15:22:48,,,Positive,"Support of something, opinion is clear. Positive. ",Agree with Tamara. Positive. ,"Agreement, Positive",Positive,,
267,"Verjetno ne zato, ker jim je dolgčas, ampak zato da je to nek socialni korektiv ne samo za njega, ampak v velikih primerih za celotno družino.",2023-03-08 15:13:15,,"""socialni korektiv"" implies something positive. very weak.",P_Neutral,2023-03-08 15:19:24,1.0,,P_Neutral,2023-03-08 15:25:07,,"Implied opinion, but not inherently negative",P_Neutral,"""socialni korektiv"" implies something positive. very weak and therefore neutral. We agree on P_Neutral. ",Agree with Tamara. P_Neutral. ,"Agreement, P_Neutral",P_Neutral,,
268,"V zakonu o DDV bi se lahko vsem globam črtala ena ničla, saj gredo globe že v absurd.",2023-03-08 15:14:01,,"first positive, second negative, but second is much stronger.",M_Negative,2023-03-08 15:20:03,,Negativ argumment,Negative,2023-03-08 15:25:13,,,Negative,"For me the first part is positive, but second is negative, the latter prevails by far. Majority rule will probably prevail, but I change it to N_Negative(S). ","Negativ sentament, but i would change it to Neutral, because i can sense any direct opinion. N_Negative(S).","I agree with Anže, as I really do not see the first part as positive; though I would not say that there is explicit sarcasm, so i would change it to N_Neutral",N_Neutral(S),,
269,"Menda zato, ker je njegovo delo preveč oziroma vodenje bolnišnice, politično.",2023-03-08 15:14:42,1.0,someone elses opinion. Negative sentiment.,N_Neutral,2023-03-08 15:20:59,,"Negativ argumment, and negativ sentiment but no direct opinion that's why it's neutral",N_Neutral,2023-03-08 15:25:25,,,Negative,'Menda zato'' can have many meaning. I saw it as something that someone else opinion and that's why neutral. But negative sentiment. N_Neutral. ,"Negativ argumment, and negativ sentiment but no direct opinion that's why it's neutral. N_Negativ.",I agree that there is no explicit opinion so I would change it to N_Neutral,N_Neutral,,
270,"Do tega je prišlo zaradi izkoriščanja svinčeve rude, ne pa svinca; svinec je končni produkt.",2023-03-08 15:15:03,,"statement,correction",N_Neutral,2023-03-08 15:21:10,,negativ sentiment but no direct opinion that's why it's neutral,N_Neutral,2023-03-08 15:25:57,,,N_Neutral,"Plain, vague statement, with negative connotation. N_Neutral. ",Negativ sentiment but no direct opinion that's why it's neutral. N_Neutral. ,"Agreement, N_Neutral",N_Neutral,,
271,"Kolegici iz Slovenske Bistrice hočem povedati, da je njihov župan in njihov takratni minister dokaj spreten in je vedel tudi te zadeve dobro voditi v korist lokalne skupnosti.",2023-03-08 15:16:08,1.0,"Weak statement..Nothing inherently negative. I
opinion implied but not very strong.",P_Neutral,2023-03-08 15:21:44,,Negativ argumment and statment,Negative,2023-03-08 15:26:47,,"We dont know the context behind, but as is, the opinion of the speaker toward the topic in question is positive",Positive,"Opinion is implied, the sentiment is positive. I'd change to Positive(S). ","I read it as a mockery, just if you read the first part ''Kolegici iz Slovenske Bistrice hočem povedati'' is mockery for me. Negative(S)","I would still consider the overall sentiment of the sentence as Positive, but I agree that the first part implies heavy sarcasm; Positive(S)",Positive(S),,
